"","Location","Range_Min","Range_Max","Magic","Avg_Relative_Error","Max_Relative_Error","N","Bottom"
"2851",59,1.81396484375,1.844970703125,1597135997,5.06187745941133e-07,1.60561307893659e-06,64,"point0156"
"2852",60,1.844970703125,1.8759765625,1597162217,6.36597007996897e-07,1.9593144315877e-06,64,"point0156"
"2853",61,1.8759765625,1.906982421875,1597191006,7.64794094720855e-07,2.36758364735579e-06,64,"point0156"
"2854",62,1.906982421875,1.93798828125,1597222175,8.97786264886236e-07,2.73822797680623e-06,64,"point0156"
"2855",63,1.93798828125,1.968994140625,1597255918,1.06099605545751e-06,3.23611834573967e-06,64,"point0156"
"2856",64,1.968994140625,2,1597291750,1.2114209084757e-06,3.68011683349323e-06,64,"point0156"
"2857",1,0.015625,0.0362955729166667,1597469588,0.000894603435881436,0.00165247335098684,96,"point0156"
"2858",2,0.0362955729166667,0.0569661458333333,1597420036,0.000734469795133919,0.00135009235236794,96,"point0156"
"2859",3,0.0569661458333333,0.07763671875,1597655162,0.000256255676504225,0.000742201576940715,96,"point0156"
"2860",4,0.07763671875,0.0983072916666667,1597168428,6.78343058098108e-05,0.000154590175952762,96,"point0156"
"2861",5,0.0983072916666667,0.118977864583333,1597121184,3.35260629071854e-05,6.70503795845434e-05,96,"point0156"
"2862",6,0.118977864583333,0.1396484375,1597234057,2.10661273740698e-05,6.15356329944916e-05,96,"point0156"
"2863",7,0.1396484375,0.160319010416667,1597133300,5.35731169293285e-06,1.00578681667685e-05,96,"point0156"
"2864",8,0.160319010416667,0.180989583333333,1597147128,9.09241498447955e-06,2.1705920516979e-05,96,"point0156"
"2865",9,0.180989583333333,0.20166015625,1597274153,4.28994208050426e-05,0.000124088313896209,96,"point0156"
"2866",10,0.20166015625,0.222330729166667,1597486426,9.36960495891981e-05,0.000279228144790977,96,"point0156"
"2867",11,0.222330729166667,0.243001302083333,1597754510,0.000152837164932862,0.000408532272558659,96,"point0156"
"2868",12,0.243001302083333,0.263671875,1597922649,2.03338076971704e-05,6.10951246926561e-05,96,"point0156"
"2869",13,0.263671875,0.284342447916667,1597686723,3.25828041241039e-05,9.72670968621969e-05,96,"point0156"
"2870",14,0.284342447916667,0.305013020833333,1597460614,2.00596168724587e-05,6.00425701122731e-05,96,"point0156"
"2871",15,0.305013020833333,0.32568359375,1597291826,1.15300672405283e-05,3.43679093930405e-05,96,"point0156"
"2872",16,0.32568359375,0.346354166666667,1597171381,5.93803724768804e-06,1.74163906194735e-05,96,"point0156"
"2873",17,0.346354166666667,0.367024739583333,1597092394,2.36024061450735e-06,7.00534064890235e-06,96,"point0156"
"2874",18,0.367024739583333,0.3876953125,1597048705,5.68324992400449e-07,1.58898922109074e-06,96,"point0156"
"2875",19,0.3876953125,0.408365885416667,1597035297,4.54653097392566e-08,1.52313276657878e-07,96,"point0156"
"2876",20,0.408365885416667,0.429036458333333,1597050027,5.81416088607511e-07,1.67617133683962e-06,96,"point0156"
"2877",21,0.429036458333333,0.44970703125,1597087951,1.89276704531949e-06,5.67585857425001e-06,96,"point0156"
"2878",22,0.44970703125,0.470377604166667,1597147049,3.90253626392223e-06,1.16719656944042e-05,96,"point0156"
"2879",23,0.470377604166667,0.491048177083333,1597224800,6.45180671199341e-06,1.92136321857106e-05,96,"point0156"
"2880",24,0.491048177083333,0.51171875,1597290914,1.32268735342222e-06,4.0079403333948e-06,96,"point0156"
"2881",25,0.51171875,0.532389322916667,1597243261,2.99983457807684e-06,8.95423454494448e-06,96,"point0156"
"2882",26,0.532389322916667,0.553059895833333,1597193401,1.83180623025692e-06,5.49651394976536e-06,96,"point0156"
"2883",27,0.553059895833333,0.57373046875,1597155965,1.02575347682432e-06,3.07002756017027e-06,96,"point0156"
"2884",28,0.57373046875,0.594401041666667,1597129629,4.6190493208087e-07,1.44492946674291e-06,96,"point0156"
"2885",29,0.594401041666667,0.615071614583333,1597113720,1.4272701776008e-07,4.674525939663e-07,96,"point0156"
"2886",30,0.615071614583333,0.6357421875,1597107270,2.78395404507137e-08,9.5049230708355e-08,96,"point0156"
"2887",31,0.6357421875,0.656412760416667,1597109912,7.03330300666494e-08,2.85520769693903e-07,96,"point0156"
"2888",32,0.656412760416667,0.677083333333333,1597119947,2.47326369162693e-07,7.84729650149529e-07,96,"point0156"
"2889",33,0.677083333333333,0.69775390625,1597137660,5.64333504371461e-07,1.76568062215665e-06,96,"point0156"
"2890",34,0.69775390625,0.718424479166667,1597162289,9.87048224487808e-07,2.98768941320304e-06,96,"point0156"
"2891",35,0.718424479166667,0.739095052083333,1597193261,1.49398306348303e-06,4.54718610853888e-06,96,"point0156"
"2892",36,0.739095052083333,0.759765625,1597230124,2.14279953070218e-06,6.35426113149151e-06,96,"point0156"
"2893",37,0.759765625,0.780436197916667,1597272579,2.79755954579741e-06,8.41669134388212e-06,96,"point0156"
"2894",38,0.780436197916667,0.801106770833333,1597320172,3.52582492268994e-06,1.06366878753761e-05,96,"point0156"
